# x	y_0	y_1	y_2	y_3	y_4	y_5	y_6	y_7
1.110000	0.004006	0.003825	0.810211	0.000281	1.000001	0.000010	0.384673	0.000180
1.111000	0.004009	0.003829	0.810211	0.000281	1.000001	0.000011	0.384673	0.000180
1.112000	0.004013	0.003833	0.810211	0.000281	1.000001	0.000011	0.384673	0.000181
1.113000	0.004017	0.003836	0.810211	0.000282	1.000001	0.000011	0.384673	0.000181
1.114000	0.004021	0.003840	0.810212	0.000282	1.000001	0.000011	0.384674	0.000181
1.115000	0.004025	0.003844	0.810212	0.000282	1.000001	0.000011	0.384674	0.000181
1.116000	0.004029	0.003847	0.810212	0.000282	1.000001	0.000011	0.384674	0.000182
1.117000	0.004032	0.003851	0.810213	0.000282	1.000001	0.000011	0.384674	0.000182
1.118000	0.004036	0.003855	0.810213	0.000282	1.000001	0.000011	0.384674	0.000182
1.119000	0.004040	0.003858	0.810213	0.000282	1.000001	0.000011	0.384675	0.000183
1.120000	0.004044	0.003862	0.810213	0.000282	1.000001	0.000011	0.384675	0.000183
1.121000	0.004048	0.003866	0.810214	0.000282	1.000001	0.000011	0.384675	0.000183
1.122000	0.004052	0.003869	0.810214	0.000282	1.000001	0.000011	0.384675	0.000183
1.123000	0.004056	0.003873	0.810214	0.000282	1.000001	0.000011	0.384675	0.000184
1.124000	0.004060	0.003877	0.810215	0.000283	1.000001	0.000012	0.384675	0.000184
1.125000	0.004063	0.003881	0.810215	0.000283	1.000001	0.000012	0.384676	0.000184
1.126000	0.004067	0.003884	0.810215	0.000283	1.000001	0.000012	0.384676	0.000184
1.127000	0.004071	0.003888	0.810215	0.000283	1.000001	0.000012	0.384676	0.000185
1.128000	0.004075	0.003892	0.810216	0.000283	1.000001	0.000012	0.384676	0.000185
1.129000	0.004079	0.003895	0.810216	0.000283	1.000001	0.000012	0.384676	0.000185
1.130000	0.004083	0.003899	0.810216	0.000283	1.000001	0.000012	0.384677	0.000186
1.131000	0.004087	0.003903	0.810217	0.000283	1.000001	0.000012	0.384677	0.000186
1.132000	0.004091	0.003907	0.810217	0.000283	1.000001	0.000012	0.384677	0.000186
1.133000	0.004095	0.003910	0.810217	0.000284	1.000001	0.000012	0.384677	0.000186
1.134000	0.004098	0.003914	0.810217	0.000284	1.000001	0.000012	0.384677	0.000187
1.135000	0.004102	0.003918	0.810218	0.000284	1.000001	0.000012	0.384677	0.000187
1.136000	0.004106	0.003922	0.810218	0.000284	1.000001	0.000012	0.384678	0.000187
1.137000	0.004110	0.003925	0.810218	0.000284	1.000001	0.000012	0.384678	0.000187
1.138000	0.004114	0.003929	0.810218	0.000284	1.000001	0.000013	0.384678	0.000188
1.139000	0.004118	0.003933	0.810219	0.000284	1.000001	0.000013	0.384678	0.000188
1.140000	0.004122	0.003937	0.810219	0.000284	1.000001	0.000013	0.384678	0.000188
1.141000	0.004126	0.003940	0.810219	0.000284	1.000001	0.000013	0.384679	0.000189
1.142000	0.004130	0.003944	0.810220	0.000285	1.000001	0.000013	0.384679	0.000189
1.143000	0.004134	0.003948	0.810220	0.000285	1.000001	0.000013	0.384679	0.000189
1.144000	0.004138	0.003952	0.810220	0.000285	1.000001	0.000013	0.384679	0.000189
1.145000	0.004142	0.003956	0.810220	0.000285	1.000001	0.000013	0.384679	0.000190
1.146000	0.004146	0.003959	0.810221	0.000285	1.000001	0.000013	0.384680	0.000190
1.147000	0.004150	0.003963	0.810221	0.000285	1.000001	0.000013	0.384680	0.000190
1.148000	0.004154	0.003967	0.810221	0.000285	1.000001	0.000013	0.384680	0.000191
1.149000	0.004158	0.003971	0.810222	0.000285	1.000001	0.000013	0.384680	0.000191
1.150000	0.004162	0.003975	0.810222	0.000286	1.000001	0.000013	0.384680	0.000191
1.151000	0.004166	0.003978	0.810222	0.000286	1.000001	0.000013	0.384681	0.000191
